No,Business Name,Phone,Website,Email,Rating,Reviews,Address,Lead Score,Priority,Status,Contacted,Created Date,AI Generated Cold Email
1,CN Square,+852 2384 2430,No Website,No Website,4.6,176 reviews,"503 Nathan Rd, Mong Kok, Hong Kong",65,⭐ Medium Priority,New,No,2026-07-10 09:39:19,"Subject Line: Elevate Your Brand in the Heart of Hong Kong

Dear CN Square Team,

I hope this email finds you well. My name is Emily Wong, and I'm a sales representative from lightfantastic.tv, a leading provider of out-of-home advertising solutions in Hong Kong. We specialize in connecting brands with their target audience on the streets of Hong Kong, where over 7.5 million people live and work.

At lightfantastic.tv, we understand that businesses like CN Square require innovative marketing strategies to stand out in a crowded market. That's why we offer large-scale digital displays that can be tailored to your brand's unique needs. By partnering with us, you can increase brand awareness, drive foot traffic, and ultimately boost sales.

This Singles' Day, we're excited to offer an exclusive promotion for businesses like yours. From November 5th to 11th, you can reserve one of our four windows for a special price of HK$120,000. This is a rare opportunity to secure maximum visibility and exposure during one of the busiest shopping periods of the year.

If you're interested in learning more about this offer or would like to reserve a window, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be more than happy to discuss how lightfantastic.tv can help elevate your brand in the heart of Hong Kong.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong"
2,The Tree Stationery & Co. 大樹文房,+852 2598 4328,https://thetreestationery.com/,Nomadic_Notebook_580x@2x.png,4.8,86 reviews,"2/F, 10 Matheson St, Causeway Bay, Hong Kong",97,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject: Elevate Your Brand in Hong Kong with lightfantastic.tv

Dear Team at The Tree Stationery & Co. 大樹文房,

I've been impressed by the exceptional service and products offered by The Tree Stationery & Co. 大樹文房, as evident from your 4.8-star rating on your website. As a leading out-of-home advertising platform in Hong Kong, I'd like to introduce lightfantastic.tv, where we help businesses like yours reach a wider audience and create lasting impressions.

Our platform offers a unique opportunity to reserve all four windows for a competitive price of HK$400,000, ensuring your brand gets maximum visibility. However, we're excited to announce a special offer for Singles' Day from November 5th to 11th, 2026. For a limited time, you can grab our popular windows for just HK$120,000 each. This is a perfect chance to amplify your brand's presence in the heart of Hong Kong.

By partnering with lightfantastic.tv, you'll be able to:

- Reach a captive audience of millions
- Increase brand awareness and drive sales
- Stand out from the competition with our attention-grabbing displays

Don't miss out on this incredible opportunity to elevate your brand in Hong Kong. If you're interested in learning more about our platform and how it can benefit The Tree Stationery & Co. 大樹文房, please don't hesitate to reach out to us at hello@light"
3,Chung Nam Book & Stationery Co. Ltd.,+852 2384 2430,http://chungnamhk.hk/,Website Unreachable,4.3,1363 reviews,"503 Nathan Rd, Yau Ma Tei, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject: Elevate Your Brand's Visibility in Hong Kong with us

Dear Chung Nam Book & Stationery Co. Ltd.

As I came across your business, I noticed that you're a well-established and highly-rated (4.3 stars!) stationery company in Hong Kong, with a strong online presence at http://chungnamhk.hk/. I believe your brand deserves to be seen by an even wider audience.

At lightfantastic.tv, we specialize in out-of-home advertising solutions that put your brand on the streets of Hong Kong. Our unique product allows you to capture the attention of thousands of potential customers with a single, eye-catching installation. Imagine the impact of having your brand's message visible in four prominent locations across the city, all at once.

By partnering with us, you can maximize your brand's reach and increase brand awareness, driving foot traffic to your stores and boosting sales. Our flexible solutions cater to businesses like yours, helping you achieve your marketing goals.

To celebrate Singles' Day, we're offering an exclusive deal: book any window from November 5th to 11th, 2026, for just HK$120,000. This limited-time offer is perfect for businesses looking to make a lasting impression during one of the busiest shopping periods of the year.

If you're interested in taking your brand to the next level, please don't hesitate to reach out to us at hello@lightfantastic.tv. Our dedicated team is ready to help you achieve your"
4,CN Square,+852 2462 2265,http://www.chungnam.cc/,Website Unreachable,4.1,477 reviews,"M樓, United Building, 135號 King's Rd, North Point, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject: Elevate CN Square's Visibility in Hong Kong

Hi CN Square Team,

I came across your website (http://www.chungnam.cc/) and noticed your excellent 4.1-star rating. It's clear that you're dedicated to providing top-notch services to your customers. As a sales representative from lightfantastic.tv, I'd love to explore opportunities to help you further amplify your brand's presence in Hong Kong.

Our out-of-home advertising platform offers a unique chance for businesses like CN Square to reach a massive audience through our visually striking displays on four large windows in the heart of the city. Not only do you get to reserve the full peak season, but you'll also save compared to booking each window individually.

To make it even more compelling, we're offering a special promotion for Singles' Day from November 5th to 11th, 2026. You can take advantage of this unbeatable deal for just HK$120,000 per window.

If you're interested in learning more about this exciting opportunity or would like to schedule a call to discuss further, please don't hesitate to reach out to me directly at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your brand on the streets of Hong Kong."
5,Chi Shing Stationery,+852 2397 8255,https://csstationery.hk/,sales@csstationery.hk,4.7,245 reviews,"Man On Building, 12B-12D Boundary St, Mong Kok, Hong Kong",100,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject: Elevate Your Brand's Visibility in Hong Kong with Lightfantastic.tv

Dear Chi Shing Stationery Team,

I hope this email finds you well. My name is Emily Wong, and I'm a sales representative from Lightfantastic.tv, the leading provider of out-of-home advertising solutions in Hong Kong. We've been helping businesses like yours reach and engage with their target audience on the streets of Hong Kong, and I think we can do the same for you.

At Lightfantastic.tv, we understand the importance of creating a lasting impression on your customers. That's why we offer a unique, four-window advertising solution that allows you to reserve the full peak season and save against booking each window individually. This comprehensive approach helps you maximize your brand's visibility and reach a wider audience.

I'd like to highlight how our services can benefit your business, Chi Shing Stationery. With our out-of-home advertising solutions, you can increase brand awareness, drive foot traffic to your stores, and ultimately boost sales. Our expert team will work closely with you to create a customized campaign that meets your specific needs and goals.

To celebrate the upcoming Singles' Day, we're offering a special promotion: book any window between November 5th and 11th, and enjoy a discounted rate of HK$120,000 per window. This is a fantastic opportunity to elevate your brand's visibility and make a lasting impression on your customers.

If you're interested in learning more about our services and how"
6,Journalize,+852 3565 6455,https://www.instagram.com/journalize_store/,Email Not Found,4.4,117 reviews,"23號地舖, 灣景商場內 Bay View Mansion, Moreton Terrace, Causeway Bay, Hong Kong",80,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject: Elevate Your Brand's Visibility in Hong Kong with Lightfantastic.tv

Hi Journalize Team,

I came across your Instagram page (@journalize_store) and noticed that you're doing a fantastic job showcasing your products to the community. With a 4.4 rating, it's clear that you're dedicated to providing high-quality products and services.

As a business owner in Hong Kong, I understand the importance of effective marketing and branding. That's where lightfantastic.tv comes in – a unique out-of-home advertising platform that puts your brand on the streets of Hong Kong. Our LED displays are strategically placed in four prime locations, ensuring maximum visibility and reach for your target audience.

By partnering with lightfantastic.tv, you can increase brand awareness, drive foot traffic, and ultimately boost sales. What sets us apart is the ability to reserve the full peak season, allowing you to plan ahead and save against booking each window on its own.

To celebrate Singles' Day, we're offering a special promotion from November 5th to 11th. For just HK$120,000 per window, you can take your marketing to the next level and reach even more customers.

If you're interested in learning more about lightfantastic.tv and how we can help Journalize grow, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be happy to schedule a call and discuss your marketing goals in more detail.

Best regards,

Emily Wong
Sales"
7,"Yat Fat Stationers Co., Ltd.",+852 2523 2628,http://www.yatfatst.com.hk/,john@abc.com,4.5,76 reviews,"2/F, 44-46 Des Voeux Rd Central, Central, Hong Kong",97,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject: Elevate Your Brand in Hong Kong with lightfantastic.tv

Dear Yat Fat Stationers Co., Ltd. Team,

I came across your website (http://www.yatfatst.com.hk/) and was impressed with your 4.5-star rating - well done! As a local business, you understand the importance of showcasing your brand in the heart of Hong Kong. That's where lightfantastic.tv comes in - we offer out-of-home advertising solutions that put your brand on the streets of Hong Kong.

Our LED windows are strategically located in high-traffic areas, providing maximum visibility for your brand. By reserving our entire network, you can reserve the full peak season and save against booking each window on its own. This not only increases your brand's reach but also helps you stay ahead of the competition.

For the upcoming Singles' Day, we're offering an exclusive promotion: HK$120,000 per window from November 5th to 11th. This is an incredible opportunity to amplify your brand's presence during one of the busiest shopping periods of the year.

If you're interested in learning more about how lightfantastic.tv can help Yat Fat Stationers Co., Ltd. elevate its brand, please don't hesitate to reach out to us at hello@lightfantastic.tv. We'd be more than happy to discuss your needs and create a customized plan that suits your business goals.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv"
8,Artland,+852 2511 4845,http://www.artland.com.hk/,artlandc@artland.com.hk,4.0,341 reviews,"3/F, Lockhart Centre, 301-307 Lockhart Rd, Wan Chai, Hong Kong",95,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject: Elevate Your Brand Presence in Hong Kong with lightfantastic.tv

Hi Artland Team,

I came across your website, http://www.artland.com.hk/, and was impressed by your creative offerings. As a business with a 4-star rating, you understand the importance of effectively reaching your target audience.

At lightfantastic.tv, we provide innovative out-of-home advertising solutions that help businesses like yours put their brand on the streets of Hong Kong. Our state-of-the-art LED screens are strategically placed in high-traffic areas, ensuring maximum visibility and engagement for your brand.

By partnering with us, you can amplify your brand message, drive foot traffic, and increase sales. Our solutions are flexible and customizable to fit your marketing goals, whether you're looking to promote a new product launch, create brand awareness, or drive customer engagement.

To celebrate Singles' Day this year, we're offering an exclusive promotion for new bookings between November 5th to 11th, 2026. Reserve a window for just HK$120,000, an unbeatable deal for out-of-home advertising in Hong Kong.

If you're interested in taking your brand to the next level, please don't hesitate to reach out to us at hello@lightfantastic.tv. Our team will be happy to discuss how lightfantastic.tv can help you achieve your marketing objectives.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong
Put your"
9,Muze Pens,+852 3619 5136,http://www.muzepens.com/,Email Not Found,4.6,284 reviews,"G/F, 236 Tai Nan St, Sham Shui Po, Hong Kong",85,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject Line: Elevate Your Brand in Hong Kong with lightfantastic.tv

Dear Muze Pens Team,

I came across your online presence at muzepens.com and was impressed with your 4.6-star rating. It's clear that you're committed to delivering high-quality products to your customers. As a business owner, I'm sure you're always looking for innovative ways to reach a wider audience and increase brand visibility.

At lightfantastic.tv, we specialize in out-of-home advertising solutions that put your brand on the streets of Hong Kong. Our network of high-traffic locations and cutting-edge digital displays help you connect with your target audience in a unique and impactful way. By partnering with us, you can reserve the full peak season and save against booking each window on its own.

To make it even more exciting, we're offering a special promotion for Singles' Day from November 5th to 11th, 2026. Reserve any of our windows for just HK$120,000, and make the most of this limited-time opportunity.

If you're interested in learning more about how lightfantastic.tv can help Muze Pens reach new heights, I'd love to discuss further. Simply reply to this email at hello@lightfantastic.tv or give me a call to arrange a meeting.

Best regards,

Emily Wong
Sales Representative
lightfantastic.tv
Out-of-home advertising, Hong Kong Put your brand on the streets of Hong Kong."
10,Sam & Company,+852 2525 9607,http://www.samnco-hk.com/,Email Not Found,4.4,49 reviews,"38 Stanley St, Central, Hong Kong",74,🔥 High Priority,New,No,2026-07-10 09:39:19,"Subject Line: Boost Your Brand Visibility in Hong Kong with lightfantastic.tv

Dear Sam & Company Team,

I came across your company, Sam & Company, and was impressed with your 4.4-star rating and professional website (http://www.samnco-hk.com/). As a business owner in Hong Kong, you understand the importance of reaching your target audience effectively.

At lightfantastic.tv, we specialize in out-of-home advertising that helps businesses like yours increase brand visibility and drive engagement. Our unique digital screens are strategically placed in high-traffic areas of Hong Kong, ensuring your message reaches the right people at the right time.

To help you make the most of the peak season, we're offering an exclusive promotion during Singles' Day (5-11 Nov 2026). Reserve all four windows for just HK$120,000 each, a significant discount compared to booking each window individually.

This is a fantastic opportunity to amplify your brand's presence in Hong Kong and reach a wider audience. If you're interested in learning more about this limited-time offer, please don't hesitate to reach out to us at hello@lightfantastic.tv.

Best regards,

Emily Wong
Sales Representative, lightfantastic.tv"
