No,Business Name,Phone,Website,Email,Rating,Reviews,Address,Lead Score,Priority,Status,Contacted,Created Date,AI Generated Cold Email,_email_stats
1,Hong Kong Station,No Phone Number,No Website,No Website,4.2,9 reviews,"Central, Hong Kong Island, Hong Kong",42,⭐ Medium Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear Hong Kong Station Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help Hong Kong Station grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
2,Exhibition Centre Station Public Transport Interchange,No Phone Number,https://www.mtr.com.hk/en/customer/main/index.html,Email Not Found,4.2,45 reviews,"25 Harbour Rd, Wan Chai, Hong Kong Island, Hong Kong",64,⭐ Medium Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear Exhibition Centre Station Public Transport Interchange Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help Exhibition Centre Station Public Transport Interchange grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
3,Hong Kong,No Phone Number,No Website,No Website,4.3,702 reviews,"International Finance Centre Mall & Airport Express Hong Kong Station, 8 Finance St, Central, Hong Kong Island, Hong Kong",50,⭐ Medium Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear Hong Kong Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help Hong Kong grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
4,Tsim Sha Tsui East Public Transport Interchange Public Toilet,+852 2302 1299,https://www.fehd.gov.hk/tc_chi/map/toilet/toilet_pt.html?mapID=428&type=toilet,Email Not Found,3.9,408 reviews,"Mody Rd, Tsim Sha Tsui East, Kowloon, Hong Kong",75,🔥 High Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear Tsim Sha Tsui East Public Transport Interchange Public Toilet Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help Tsim Sha Tsui East Public Transport Interchange Public Toilet grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
5,The Peak Tram,+852 2522 0922,https://hktripguide.com/the-peak-tram-ticket/,Email Not Found,4.3,25822 reviews,"St. John's Building, 33 Garden Rd, Central, Hong Kong Island, Hong Kong",80,🔥 High Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear The Peak Tram Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help The Peak Tram grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
6,(HK to China Bus Station) CTG Bus,+852 3169 7165,https://www.hkctgbus.com/,Email Not Found,2.5,8 reviews,"138 Hennessy Rd, Wan Chai, New Territories, Hong Kong",62,⭐ Medium Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear (HK to China Bus Station) CTG Bus Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help (HK to China Bus Station) CTG Bus grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
7,Airport Express Shuttle Bus Service Station,No Phone Number,No Website,No Website,4.5,49 reviews,"International Finance Centre Mall & Airport Express Hong Kong Station, 8 Finance St, Central, Hong Kong Island, Hong Kong",49,⭐ Medium Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear Airport Express Shuttle Bus Service Station Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help Airport Express Shuttle Bus Service Station grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
8,Hong Kong Station; Man Cheung Street,No Phone Number,No Website,No Website,3.7,3 reviews,"Central, Hong Kong Island, Hong Kong",35,💡 Low Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear Hong Kong Station; Man Cheung Street Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help Hong Kong Station; Man Cheung Street grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
9,Hong Kong West Kowloon Station,+852 2120 0888,https://www.highspeed.mtr.com.hk/,Email Not Found,4.1,5498 reviews,"Austin Rd W, Jordan, Kowloon, Hong Kong",80,🔥 High Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear Hong Kong West Kowloon Station Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help Hong Kong West Kowloon Station grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
10,MTR Hong Kong Station,No Phone Number,No Website,No Website,3.9,106 reviews,"Central, Hong Kong Island, Hong Kong",45,⭐ Medium Priority,New,No,2026-08-26 08:47:42,"Subject: Grow Your Business with lightfantastic.tv

Dear MTR Hong Kong Station Team,

I hope this email finds you well. I'm reaching out from lightfantastic.tv to introduce our lightfantastic.tv solution.

We help businesses like yours grow by Take all four windows for HK$400,000
Reserve the full peak season and save against booking each window on its own.. 

As a special offer, we're providing Singles' Day
5 to 11 Nov 2026
HK$120,000 / window.

Would you be available for a brief call to discuss how we can help MTR Hong Kong Station grow?

Best regards,
Hello Lightfantastic.tv
lightfantastic.tv
hello@lightfantastic.tv
hello@lightfantastic.tv",
